! -----------------------------------------------------
! Lake Erie 2002-14
! Inflow (Sandusky River)
! File prepared by LL
! -----------------------------------------------------
22  data sets																					   
0 seconds between data																					   
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	   
DAY	INFLOW	WTR_TEMP	SALINITY	SSOL1	SSOL2	DO	PO4	DOPL	POPL	PIP	NH4	NO3	DONL	PONL	DOCL	POCL	SiO2	FDIAT	MDIAT	CRYPT	CHLOR	CYANO	   
2003296.500	9.55	5.10	0.056	15.4	0	12.75	0.116	0.0126	0.0294	0.017	0.02	5.03	0.82	0.35	2.0	0.2	8.79	0.1	0.72	0.14	0.02	0.02
2003297.500	8.60	7.90	0.056	11.3	0	11.88	0.105	0.0106	0.0215	0.011	0.02	4.78	0.77	0.33	2.0	0.2	9.80	0.1	0.72	0.14	0.02	0.02
2003298.500	7.77	10.60	0.056	8.4	0	11.13	0.004	0.0086	0.0578	0.049	0.02	4.33	0.71	0.31	2.0	0.2	9.26	0.1	0.72	0.14	0.02	0.02
2003299.500	9.17	9.40	0.056	13.3	0	11.46	0.079	0.0088	0.0217	0.013	0.02	3.85	0.63	0.27	2.0	0.2	8.51	0.1	0.72	0.14	0.02	0.02
2003300.167	24.87	9.20	0.056	42.6	0	11.51	0.059	0.0108	0.0451	0.034	0.02	3.56	0.62	0.26	2.0	0.2	7.53	0.1	0.72	0.14	0.02	0.02
2003300.500	65.60	7.90	0.056	68.6	0	11.88	0.108	0.0169	0.0635	0.047	0.02	3.95	0.73	0.31	2.0	0.2	8.14	0.1	0.72	0.14	0.02	0.02
2003300.833	74.76	8.20	0.056	69.4	0	11.80	0.110	0.0179	0.0694	0.051	0.02	4.00	0.70	0.30	2.0	0.2	8.53	0.1	0.72	0.14	0.02	0.02
2003301.167	74.76	7.80	0.056	79.6	0	11.91	0.243	0.0316	0.0978	0.066	0.02	5.76	1.02	0.44	2.0	0.2	8.50	0.1	0.72	0.14	0.02	0.02
2003301.500	71.98	7.90	0.056	76.1	0	11.88	0.268	0.0348	0.1082	0.073	0.02	5.98	1.06	0.46	2.0	0.2	8.61	0.1	0.72	0.14	0.02	0.02
2003301.833	65.60	11.00	0.056	63.0	0	11.03	0.346	0.0394	0.1009	0.061	0.02	5.96	1.08	0.46	2.0	0.2	9.21	0.1	0.72	0.14	0.02	0.02
2003302.167	58.09	10.20	0.056	56.6	0	11.24	0.272	0.0331	0.0942	0.061	0.02	5.94	1.06	0.45	2.0	0.2	9.06	0.1	0.72	0.14	0.02	0.02
2003302.500	49.47	8.60	0.056	52.3	0	11.68	0.228	0.0287	0.0849	0.056	0.02	6.07	1.05	0.45	2.0	0.2	9.24	0.1	0.72	0.14	0.02	0.02
2003302.833	43.41	8.30	0.056	42.0	0	11.77	0.190	0.0249	0.0777	0.053	0.02	5.98	1.05	0.45	2.0	0.2	9.30	0.1	0.72	0.14	0.02	0.02
2003303.167	38.02	8.90	0.056	39.0	0	11.60	0.187	0.0229	0.0657	0.043	0.02	5.77	0.97	0.42	2.0	0.2	9.35	0.1	0.72	0.14	0.02	0.02
2003303.500	34.60	9.00	0.056	37.0	0	11.57	0.194	0.0231	0.0634	0.040	0.02	6.01	1.01	0.43	2.0	0.2	9.39	0.1	0.72	0.14	0.02	0.02
2003304.500	26.91	15.10	0.056	30.9	0	10.05	0.155	0.0187	0.0523	0.034	0.02	6.13	1.02	0.44	2.0	0.2	9.71	0.1	0.72	0.14	0.02	0.02
2003305.500	21.66	12.10	0.056	33.2	0	10.75	0.115	0.0155	0.0505	0.035	0.02	6.05	1.00	0.43	2.0	0.2	9.40	0.1	0.72	0.14	0.02	0.02
2003306.500	17.35	13.40	0.056	29.9	0	10.43	0.104	0.0135	0.0419	0.028	0.02	5.80	0.96	0.41	2.0	0.2	9.44	0.1	0.72	0.14	0.02	0.02
2003307.167	15.56	13.41	0.056	24.1	0	10.43	0.094	0.0123	0.0389	0.027	0.02	5.53	0.91	0.39	2.0	0.2	8.98	0.1	0.72	0.14	0.02	0.02
2003307.500	14.82	11.90	0.056	23.4	0	10.80	0.097	0.0109	0.0271	0.016	0.02	5.18	0.85	0.37	2.0	0.2	8.88	0.1	0.72	0.14	0.02	0.02
2003308.500	13.63	11.30	0.056	20.8	0	10.95	0.083	0.0100	0.0281	0.018	0.02	4.79	0.81	0.35	2.0	0.2	8.04	0.1	0.72	0.14	0.02	0.02
2003309.500	12.03	14.90	0.056	18.4	0	10.09	0.078	0.0087	0.0215	0.013	0.02	4.34	0.73	0.31	2.0	0.2	7.32	0.1	0.72	0.14	0.02	0.02
2003310.500	10.94	8.20	0.056	15.6	0	11.80	0.071	0.0079	0.0191	0.011	0.02	4.01	0.67	0.29	2.0	0.2	7.25	0.1	0.72	0.14	0.02	0.02
2003311.500	9.93	5.10	0.056	13.1	0	12.75	0.069	0.0072	0.0156	0.008	0.02	3.71	0.62	0.27	2.0	0.2	6.65	0.1	0.72	0.14	0.02	0.02
2003312.500	8.79	0.10	0.056	9.1	0	14.55	0.059	0.0063	0.0141	0.008	0.02	3.37	0.57	0.24	2.0	0.2	5.99	0.1	0.72	0.14	0.02	0.02
2003313.500	7.93	2.40	0.056	5.9	0	13.68	0.050	0.0053	0.0118	0.007	0.02	3.14	0.53	0.23	2.0	0.2	5.45	0.1	0.72	0.14	0.02	0.02
2003314.167	7.44	5.00	0.056	6.1	0	12.79	0.043	0.0047	0.0111	0.006	0.02	3.09	0.53	0.23	2.0	0.2	4.69	0.1	0.72	0.14	0.02	0.02
2003314.500	7.10	4.70	0.056	3.5	0	12.88	0.016	0.0041	0.0206	0.016	0.02	3.05	0.50	0.21	2.0	0.2	5.29	0.1	0.72	0.14	0.02	0.02
2003315.500	6.78	10.60	0.056	2.5	0	11.13	0.021	0.0038	0.0154	0.012	0.02	2.84	0.47	0.20	2.0	0.2	4.17	0.1	0.72	0.14	0.02	0.02
2003316.500	6.94	11.00	0.056	4.0	0	11.03	0.014	0.0036	0.0179	0.014	0.02	2.67	0.44	0.19	2.0	0.2	3.72	0.1	0.72	0.14	0.02	0.02
2003317.500	7.27	4.20	0.056	6.3	0	13.05	0.015	0.0039	0.0191	0.015	0.02	2.83	0.47	0.20	2.0	0.2	2.99	0.1	0.72	0.14	0.02	0.02
2003318.500	8.27	3.10	0.056	5.5	0	13.43	0.011	0.0034	0.0178	0.014	0.02	2.51	0.42	0.18	2.0	0.2	2.57	0.1	0.72	0.14	0.02	0.02
2003319.500	18.17	6.20	0.056	7.5	0	12.40	0.003	0.0033	0.0215	0.018	0.02	2.60	0.44	0.19	2.0	0.2	2.89	0.1	0.72	0.14	0.02	0.02
2003320.500	14.82	6.80	0.056	6.2	0	12.21	0.003	0.0033	0.0217	0.018	0.02	2.62	0.43	0.19	2.0	0.2	3.19	0.1	0.72	0.14	0.02	0.02
2003321.167	12.68	7.80	0.056	7.8	0	11.91	0.003	0.0035	0.0230	0.020	0.02	2.63	0.44	0.19	2.0	0.2	2.54	0.1	0.72	0.14	0.02	0.02
2003321.500	11.81	7.50	0.056	5.5	0	12.00	0.001	0.0029	0.0194	0.017	0.02	2.49	0.42	0.18	2.0	0.2	3.07	0.1	0.72	0.14	0.02	0.02
2003322.500	11.37	9.90	0.056	8.6	0	11.32	0.000	0.0039	0.0273	0.023	0.02	2.65	0.46	0.20	2.0	0.2	2.97	0.1	0.72	0.14	0.02	0.02
2003323.500	9.93	9.80	0.056	9.0	0	11.35	0.000	0.0045	0.0316	0.027	0.02	2.90	0.50	0.21	2.0	0.2	3.75	0.1	0.72	0.14	0.02	0.02
2003324.500	16.33	6.80	0.056	17.7	0	12.21	0.000	0.0060	0.0419	0.036	0.02	2.95	0.51	0.22	2.0	0.2	3.76	0.1	0.72	0.14	0.02	0.02
2003325.500	46.01	9.10	0.056	39.1	0	11.54	0.000	0.0091	0.0635	0.054	0.02	3.65	0.62	0.27	2.0	0.2	6.34	0.1	0.72	0.14	0.02	0.02
2003326.500	35.46	9.40	0.056	40.9	0	11.46	0.071	0.0175	0.0860	0.069	0.02	4.20	0.72	0.31	2.0	0.2	8.15	0.1	0.72	0.14	0.02	0.02
2003326.833	30.24	11.70	0.056	38.0	0	10.85	0.099	0.0172	0.0703	0.053	0.02	4.42	0.76	0.32	2.0	0.2	8.95	0.1	0.72	0.14	0.02	0.02
2003327.167	26.23	11.00	0.056	33.3	0	11.03	0.093	0.0169	0.0706	0.054	0.02	4.65	0.81	0.35	2.0	0.2	8.75	0.1	0.72	0.14	0.02	0.02
2003327.500	22.90	11.80	0.056	26.7	0	10.82	0.099	0.0167	0.0661	0.049	0.02	4.74	0.81	0.35	2.0	0.2	9.18	0.1	0.72	0.14	0.02	0.02
2003327.833	20.42	13.50	0.056	32.4	0	10.41	0.096	0.0162	0.0644	0.048	0.02	3.85	0.67	0.29	2.0	0.2	8.47	0.1	0.72	0.14	0.02	0.02
2003328.167	18.73	12.30	0.056	27.0	0	10.70	0.083	0.0143	0.0583	0.044	0.02	4.39	0.74	0.32	2.0	0.2	8.71	0.1	0.72	0.14	0.02	0.02
2003328.500	17.89	10.20	0.056	23.0	0	11.24	0.092	0.0121	0.0382	0.026	0.02	4.52	0.77	0.33	2.0	0.2	7.44	0.1	0.72	0.14	0.02	0.02
2003329.500	15.82	0.10	0.056	14.7	0	14.55	0.098	0.0110	0.0277	0.017	0.02	4.60	0.78	0.33	2.0	0.2	6.65	0.1	0.72	0.14	0.02	0.02
2003330.500	16.58	4.40	0.056	10.4	0	12.98	0.091	0.0086	0.0145	0.006	0.02	4.71	0.78	0.33	2.0	0.2	6.59	0.1	0.72	0.14	0.02	0.02
2003331.500	17.60	6.70	0.056	13.8	0	12.24	0.093	0.0089	0.0151	0.006	0.02	4.53	0.75	0.32	2.0	0.2	6.17	0.1	0.72	0.14	0.02	0.02
2003331.833	37.17	6.70	0.056	55.8	0	12.24	0.102	0.0165	0.0637	0.047	0.02	5.91	1.00	0.43	2.0	0.2	5.62	0.1	0.72	0.14	0.02	0.02
2003332.167	98.39	6.60	0.056	139.9	0	12.28	0.097	0.0261	0.1327	0.107	0.02	6.75	1.20	0.51	2.0	0.2	6.10	0.1	0.72	0.14	0.02	0.02
2003332.500	211.67	4.80	0.056	209.3	0	12.85	0.175	0.0375	0.1731	0.136	0.02	6.80	1.26	0.54	2.0	0.2	7.78	0.1	0.72	0.14	0.02	0.02
2003332.833	283.15	3.90	0.056	286.4	0	13.15	0.132	0.0474	0.2633	0.216	0.02	6.41	1.26	0.54	2.0	0.2	6.35	0.1	0.72	0.14	0.02	0.02
2003333.167	319.36	2.79	0.056	250.1	0	13.54	0.162	0.0467	0.2436	0.197	0.02	7.07	1.36	0.58	2.0	0.2	6.68	0.1	0.72	0.14	0.02	0.02
2003333.500	321.17	2.40	0.056	200.1	0	13.68	0.181	0.0446	0.2193	0.175	0.02	6.82	1.29	0.55	2.0	0.2	6.66	0.1	0.72	0.14	0.02	0.02
2003333.833	310.32	3.19	0.056	181.2	0	13.40	0.182	0.0423	0.2029	0.161	0.02	6.56	1.23	0.53	2.0	0.2	6.61	0.1	0.72	0.14	0.02	0.02
2003334.167	282.28	2.60	0.056	141.2	0	13.61	0.174	0.0401	0.1912	0.151	0.02	6.24	1.17	0.50	2.0	0.2	6.71	0.1	0.72	0.14	0.02	0.02
2003334.500	266.93	5.10	0.056	138.7	0	12.75	0.176	0.0367	0.1671	0.130	0.02	6.18	1.13	0.49	2.0	0.2	6.88	0.1	0.72	0.14	0.02	0.02
2003334.833	258.56	7.10	0.056	111.5	0	12.12	0.172	0.0358	0.1628	0.127	0.02	5.93	1.11	0.47	2.0	0.2	7.06	0.1	0.72	0.14	0.02	0.02
2003335.167	245.41	8.10	0.056	95.5	0	11.83	0.168	0.0345	0.1556	0.121	0.02	6.05	1.10	0.47	2.0	0.2	7.13	0.1	0.72	0.14	0.02	0.02
2003335.500	225.52	4.50	0.056	98.5	0	12.95	0.148	0.0164	0.0399	0.023	0.02	6.13	1.07	0.46	2.0	0.2	7.80	0.1	0.72	0.14	0.02	0.02
2003335.833	198.86	4.60	0.056	83.5	0	12.92	0.139	0.0316	0.1498	0.118	0.02	6.14	1.07	0.46	2.0	0.2	8.61	0.1	0.72	0.14	0.02	0.02
2003336.167	164.98	2.40	0.056	72.7	0	13.68	0.138	0.0301	0.1401	0.110	0.02	6.32	1.08	0.46	2.0	0.2	7.91	0.1	0.72	0.14	0.02	0.02
2003336.500	128.39	0.30	0.056	65.8	0	14.47	0.138	0.0277	0.1238	0.096	0.02	6.55	1.12	0.48	2.0	0.2	7.97	0.1	0.72	0.14	0.02	0.02
2003336.833	93.93	0.50	0.056	59.8	0	14.39	0.133	0.0256	0.1108	0.085	0.02	6.76	1.16	0.50	2.0	0.2	9.43	0.1	0.72	0.14	0.02	0.02
2003337.167	69.83	0.50	0.056	51.6	0	14.39	0.103	0.0232	0.1093	0.086	0.02	6.73	1.05	0.45	2.0	0.2	8.09	0.1	0.72	0.14	0.02	0.02
2003337.500	56.06	0.80	0.056	44.9	0	14.28	0.103	0.0205	0.0908	0.070	0.02	6.85	1.12	0.48	2.0	0.2	8.26	0.1	0.72	0.14	0.02	0.02
2003342.500	33.80	0.10	0.056	14.2	0	14.55	0.060	0.0078	0.0244	0.017	0.02	5.62	0.88	0.38	2.0	0.2	7.82	0.1	0.72	0.14	0.02	0.02
2003343.500	30.24	0.10	0.056	13.5	0	14.55	0.075	0.0095	0.0282	0.019	0.02	5.28	0.82	0.35	2.0	0.2	10.33	0.1	0.72	0.14	0.02	0.02
2003344.500	55.53	2.92	0.056	34.9	0	13.49	0.067	0.0113	0.0451	0.034	0.02	5.88	0.94	0.40	2.0	0.2	7.20	0.1	0.72	0.14	0.02	0.02
2003344.833	101.57	3.09	0.056	67.8	0	13.43	0.097	0.0190	0.0832	0.064	0.02	6.61	1.07	0.46	2.0	0.2	8.35	0.1	0.72	0.14	0.02	0.02
2003345.167	168.70	4.38	0.056	98.1	0	12.99	0.120	0.0257	0.1184	0.093	0.02	6.50	1.09	0.47	2.0	0.2	8.39	0.1	0.72	0.14	0.02	0.02
2003345.500	217.00	0.10	0.056	117.9	0	14.55	0.136	0.0321	0.1553	0.123	0.02	6.29	1.07	0.46	2.0	0.2	8.16	0.1	0.72	0.14	0.02	0.02
2003345.833	220.06	0.10	0.056	130.6	0	14.55	0.145	0.0343	0.1655	0.131	0.02	6.14	1.06	0.46	2.0	0.2	8.15	0.1	0.72	0.14	0.02	0.02
2003346.167	200.37	0.10	0.056	134.2	0	14.55	0.142	0.0349	0.1718	0.137	0.02	5.88	1.03	0.44	2.0	0.2	8.02	0.1	0.72	0.14	0.02	0.02
2003346.500	187.06	0.10	0.056	103.5	0	14.55	0.127	0.0325	0.1624	0.130	0.02	5.63	1.00	0.43	2.0	0.2	8.49	0.1	0.72	0.14	0.02	0.02
2003346.833	174.71	0.10	0.056	92.5	0	14.55	0.110	0.0324	0.1697	0.137	0.02	5.56	0.97	0.42	2.0	0.2	8.04	0.1	0.72	0.14	0.02	0.02
2003347.167	155.56	0.10	0.056	93.9	0	14.55	0.111	0.0315	0.1635	0.132	0.02	5.47	0.98	0.42	2.0	0.2	7.90	0.1	0.72	0.14	0.02	0.02
2003347.500	129.10	0.10	0.056	79.9	0	14.55	0.128	0.0295	0.1408	0.111	0.02	5.64	0.98	0.42	2.0	0.2	8.22	0.1	0.72	0.14	0.02	0.02
2003347.833	106.06	0.10	0.056	71.4	0	14.55	0.121	0.0280	0.1340	0.106	0.02	5.73	1.01	0.43	2.0	0.2	8.00	0.1	0.72	0.14	0.02	0.02
2003348.167	86.43	0.10	0.056	61.2	0	14.55	0.119	0.0266	0.1254	0.099	0.02	5.80	1.03	0.44	2.0	0.2	9.73	0.1	0.72	0.14	0.02	0.02
2003348.500	68.75	0.10	0.056	49.2	0	14.55	0.118	0.0240	0.1076	0.084	0.02	5.91	1.02	0.44	2.0	0.2	8.14	0.1	0.72	0.14	0.02	0.02
2003348.833	55.53	0.10	0.056	42.5	0	14.55	0.114	0.0224	0.0989	0.076	0.02	5.88	0.98	0.42	2.0	0.2	8.13	0.1	0.72	0.14	0.02	0.02
2003349.167	46.01	0.10	0.056	36.5	0	14.55	0.100	0.0198	0.0874	0.068	0.02	6.07	1.01	0.43	2.0	0.2	7.63	0.1	0.72	0.14	0.02	0.02
2003349.500	40.24	0.10	0.056	38.8	0	14.55	0.103	0.0165	0.0634	0.047	0.02	6.48	1.02	0.44	2.0	0.2	9.05	0.1	0.72	0.14	0.02	0.02
2003349.833	35.46	0.10	0.056	35.8	0	14.55	0.100	0.0151	0.0551	0.040	0.02	6.51	1.04	0.45	2.0	0.2	9.10	0.1	0.72	0.14	0.02	0.02
2003350.167	32.21	0.44	0.056	30.4	0	14.42	0.093	0.0135	0.0473	0.034	0.02	6.57	1.04	0.45	2.0	0.2	9.13	0.1	0.72	0.14	0.02	0.02
2003350.500	29.50	2.09	0.056	27.2	0	13.79	0.088	0.0125	0.0431	0.031	0.02	6.58	1.03	0.44	2.0	0.2	9.18	0.1	0.72	0.14	0.02	0.02
2003350.833	29.50	3.94	0.056	23.5	0	13.14	0.084	0.0108	0.0329	0.022	0.02	6.66	1.04	0.45	2.0	0.2	9.08	0.1	0.72	0.14	0.02	0.02
2003351.167	36.74	0.12	0.056	22.3	0	14.54	0.073	0.0098	0.0319	0.022	0.02	6.59	1.02	0.44	2.0	0.2	9.15	0.1	0.72	0.14	0.02	0.02
2003351.500	51.35	0.10	0.056	25.3	0	14.55	0.071	0.0116	0.0449	0.033	0.02	6.62	1.02	0.44	2.0	0.2	8.47	0.1	0.72	0.14	0.02	0.02
2003351.833	61.52	0.26	0.056	34.3	0	14.49	0.078	0.0096	0.0278	0.018	0.02	6.27	1.00	0.43	2.0	0.2	7.44	0.1	0.72	0.14	0.02	0.02
2003352.167	63.55	0.10	0.056	35.2	0	14.55	0.081	0.0111	0.0363	0.025	0.02	6.03	1.12	0.48	2.0	0.2	8.00	0.1	0.72	0.14	0.02	0.02
2003352.500	65.60	0.10	0.056	25.1	0	14.55	0.084	0.0115	0.0378	0.026	0.02	6.00	1.03	0.44	2.0	0.2	8.03	0.1	0.72	0.14	0.02	0.02
2003352.833	67.68	0.10	0.056	27.3	0	14.55	0.086	0.0117	0.0385	0.027	0.02	6.00	1.03	0.44	2.0	0.2	8.02	0.1	0.72	0.14	0.02	0.02
2003353.167	63.04	0.10	0.056	26.4	0	14.55	0.090	0.0123	0.0403	0.028	0.02	5.69	0.91	0.39	2.0	0.2	8.01	0.1	0.72	0.14	0.02	0.02
2003353.500	56.06	0.10	0.056	26.4	0	14.55	0.088	0.0117	0.0373	0.026	0.02	5.66	0.89	0.38	2.0	0.2	7.95	0.1	0.72	0.14	0.02	0.02
2003354.500	37.60	0.10	0.056	19.6	0	14.55	0.087	0.0111	0.0336	0.022	0.02	5.77	0.90	0.39	2.0	0.2	8.29	0.1	0.72	0.14	0.02	0.02
2003355.500	25.89	0.10	0.056	15.2	0	14.55	0.074	0.0092	0.0269	0.018	0.02	5.81	0.88	0.38	2.0	0.2	8.39	0.1	0.72	0.14	0.02	0.02
2003356.167	23.52	3.14	0.056	13.0	0	13.42	0.066	0.0072	0.0173	0.010	0.02	6.03	1.04	0.45	2.0	0.2	8.22	0.1	0.72	0.14	0.02	0.02
2003356.500	21.66	3.18	0.056	28.0	0	13.40	0.049	0.0074	0.0269	0.019	0.02	6.06	0.94	0.40	2.0	0.2	8.80	0.1	0.72	0.14	0.02	0.02
2003357.833	70.91	0.60	0.056	118.0	0	14.35	0.085	0.0210	0.1033	0.082	0.02	6.85	1.11	0.48	2.0	0.2	6.86	0.1	0.72	0.14	0.02	0.02
2003358.500	238.15	0.23	0.056	208.2	0	14.50	0.132	0.0379	0.1972	0.159	0.02	5.64	1.03	0.44	2.0	0.2	7.85	0.1	0.72	0.14	0.02	0.02
2003359.167	223.96	0.10	0.056	159.2	0	14.55	0.132	0.0354	0.1801	0.145	0.02	5.52	1.00	0.43	2.0	0.2	7.58	0.1	0.72	0.14	0.02	0.02
2003359.833	201.88	0.10	0.056	123.0	0	14.55	0.125	0.0330	0.1670	0.134	0.02	5.27	0.95	0.41	2.0	0.2	7.36	0.1	0.72	0.14	0.02	0.02
2003360.500	159.87	0.10	0.056	79.8	0	14.55	0.121	0.0286	0.1382	0.110	0.02	5.44	0.98	0.42	2.0	0.2	7.63	0.1	0.72	0.14	0.02	0.02
2003361.167	111.93	0.10	0.056	64.7	0	14.55	0.116	0.0259	0.1216	0.096	0.02	5.62	0.98	0.42	2.0	0.2	7.82	0.1	0.72	0.14	0.02	0.02
2003363.833	45.26	2.32	0.056	30.9	0	13.71	0.069	0.0125	0.0519	0.039	0.02	6.49	1.02	0.44	2.0	0.2	8.82	0.1	0.72	0.14	0.02	0.02
2003364.500	175.48	0.10	0.056	176.7	0	14.55	0.099	0.0332	0.1810	0.148	0.02	5.41	0.97	0.42	2.0	0.2	8.50	0.1	0.72	0.14	0.02	0.02
2003365.167	245.41	0.10	0.056	189.1	0	14.55	0.120	0.0410	0.2247	0.184	0.02	4.74	0.92	0.39	2.0	0.2	7.26	0.1	0.72	0.14	0.02	0.02
2003365.833	196.60	2.99	0.056	156.2	0	13.47	0.106	0.0394	0.2205	0.181	0.02	4.44	0.88	0.38	2.0	0.2	6.92	0.1	0.72	0.14	0.02	0.02
2004001.500	167.21	0.10	0.056	136.9	0	14.55	0.094	0.0367	0.2076	0.171	0.02	4.41	0.84	0.36	2.0	0.2	8.26	0.1	0.72	0.14	0.02	0.02
2004002.167	111.26	2.13	0.056	91.1	0	13.78	0.086	0.0308	0.1710	0.140	0.02	4.86	0.90	0.38	2.0	0.2	7.65	0.1	0.72	0.14	0.02	0.02
2004002.833	71.98	3.29	0.056	68.6	0	13.36	0.089	0.0246	0.1266	0.102	0.02	5.39	0.95	0.41	2.0	0.2	9.34	0.1	0.72	0.14	0.02	0.02
2004003.500	59.56	6.10	0.056	56.3	0	12.43	0.074	0.0200	0.1019	0.082	0.02	5.70	0.98	0.42	2.0	0.2	9.96	0.1	0.72	0.14	0.02	0.02
2004004.833	172.44	0.10	0.056	186.7	0	14.55	0.068	0.0306	0.1783	0.148	0.02	5.21	0.94	0.40	2.0	0.2	7.96	0.1	0.72	0.14	0.02	0.02
2004005.500	369.87	0.10	0.056	358.4	0	14.55	0.104	0.0507	0.2999	0.249	0.02	3.68	0.90	0.39	2.0	0.2	5.76	0.1	0.72	0.14	0.02	0.02
2004005.833	395.44	0.10	0.056	379.3	0	14.55	0.117	0.0561	0.3309	0.275	0.02	3.13	0.86	0.37	2.0	0.2	5.22	0.1	0.72	0.14	0.02	0.02
2004006.167	380.58	0.10	0.056	372.5	0	14.55	0.119	0.0547	0.3206	0.266	0.02	3.15	0.87	0.37	2.0	0.2	5.26	0.1	0.72	0.14	0.02	0.02
2004006.500	345.21	0.10	0.056	345.3	0	14.55	0.099	0.0551	0.3335	0.278	0.02	3.10	0.78	0.33	2.0	0.2	5.17	0.1	0.72	0.14	0.02	0.02
2004006.833	323.89	0.10	0.056	317.5	0	14.55	0.101	0.0562	0.3394	0.283	0.02	2.92	0.73	0.31	2.0	0.2	5.10	0.1	0.72	0.14	0.02	0.02
2004007.167	311.20	0.10	0.056	363.7	0	14.55	0.092	0.0635	0.3949	0.331	0.02	2.77	0.71	0.31	2.0	0.2	5.73	0.1	0.72	0.14	0.02	0.02
2004007.500	291.01	0.10	0.056	363.7	0	14.55	0.101	0.0622	0.3815	0.319	0.02	2.62	0.68	0.29	2.0	0.2	5.74	0.1	0.72	0.14	0.02	0.02
2004007.833	276.26	0.10	0.056	304.8	0	14.55	0.099	0.0601	0.3680	0.308	0.02	2.73	0.71	0.30	2.0	0.2	5.44	0.1	0.72	0.14	0.02	0.02
2004008.167	243.77	0.10	0.056	275.7	0	14.55	0.103	0.0496	0.2927	0.243	0.02	2.90	0.72	0.31	2.0	0.2	6.30	0.1	0.72	0.14	0.02	0.02
2004008.500	213.19	0.10	0.056	201.4	0	14.55	0.101	0.0465	0.2723	0.226	0.02	3.11	0.74	0.32	2.0	0.2	5.96	0.1	0.72	0.14	0.02	0.02
2004008.833	180.83	0.10	0.056	168.4	0	14.55	0.110	0.0444	0.2537	0.209	0.02	3.26	0.69	0.30	2.0	0.2	5.91	0.1	0.72	0.14	0.02	0.02
2004009.167	132.00	0.10	0.056	135.2	0	14.55	0.104	0.0414	0.2354	0.194	0.02	3.59	0.72	0.31	2.0	0.2	7.83	0.1	0.72	0.14	0.02	0.02
2004009.833	68.75	0.10	0.056	101.1	0	14.55	0.099	0.0326	0.1768	0.144	0.02	4.16	0.84	0.36	2.0	0.2	7.53	0.1	0.72	0.14	0.02	0.02
2004010.167	46.75	0.10	0.056	134.5	0	14.55	0.094	0.0327	0.1801	0.147	0.02	4.47	0.76	0.32	2.0	0.2	7.26	0.1	0.72	0.14	0.02	0.02
2004010.500	42.05	0.10	0.056	75.6	0	14.55	0.094	0.0291	0.1547	0.126	0.02	4.70	0.82	0.35	2.0	0.2	7.89	0.1	0.72	0.14	0.02	0.02
2004010.833	40.69	0.10	0.056	58.9	0	14.55	0.090	0.0241	0.1224	0.098	0.02	5.07	0.86	0.37	2.0	0.2	8.66	0.1	0.72	0.14	0.02	0.02
2004011.167	40.24	0.10	0.056	48.1	0	14.55	0.086	0.0200	0.0961	0.076	0.02	5.38	0.91	0.39	2.0	0.2	8.15	0.1	0.72	0.14	0.02	0.02
2004011.500	35.89	0.10	0.056	44.0	0	14.55	0.081	0.0179	0.0843	0.066	0.02	5.48	0.89	0.38	2.0	0.2	7.67	0.1	0.72	0.14	0.02	0.02
2004012.167	34.60	1.73	0.056	35.1	0	13.93	0.078	0.0157	0.0701	0.054	0.02	5.45	0.90	0.38	2.0	0.2	7.86	0.1	0.72	0.14	0.02	0.02
2004012.500	29.87	0.10	0.056	39.0	0	14.55	0.089	0.0131	0.0469	0.034	0.02	5.41	0.87	0.37	2.0	0.2	8.73	0.1	0.72	0.14	0.02	0.02
2004013.500	25.55	0.10	0.056	25.5	0	14.55	0.082	0.0104	0.0316	0.021	0.02	5.37	0.86	0.37	2.0	0.2	8.86	0.1	0.72	0.14	0.02	0.02
2004014.500	20.73	0.10	0.056	21.8	0	14.55	0.075	0.0089	0.0246	0.016	0.02	5.27	0.84	0.36	2.0	0.2	9.05	0.1	0.72	0.14	0.02	0.02
2004015.500	47.59	0.10	0.056	16.1	0	14.55	0.070	0.0069	0.0133	0.006	0.02	5.32	0.82	0.35	2.0	0.2	9.29	0.1	0.72	0.14	0.02	0.02
2004016.500	113.91	0.10	0.056	11.8	0	14.55	0.065	0.0060	0.0093	0.003	0.02	5.44	0.84	0.36	2.0	0.2	9.47	0.1	0.72	0.14	0.02	0.02
2004017.500	100.94	0.10	0.056	7.7	0	14.55	0.058	0.0051	0.0062	0.001	0.02	5.34	0.82	0.35	2.0	0.2	10.15	0.1	0.72	0.14	0.02	0.02
2004018.500	97.75	0.10	0.056	6.5	0	14.55	0.055	0.0045	0.0037	0.000	0.02	5.29	0.81	0.35	2.0	0.2	10.21	0.1	0.72	0.14	0.02	0.02
2004019.500	129.10	0.10	0.056	5.0	0	14.55	0.055	0.0041	0.0009	0.000	0.02	5.25	0.79	0.34	2.0	0.2	9.33	0.1	0.72	0.14	0.02	0.02
2004020.167	111.26	0.10	0.056	4.7	0	14.55	0.053	0.0039	0.0011	0.000	0.02	5.35	0.82	0.35	2.0	0.2	9.71	0.1	0.72	0.14	0.02	0.02
2004020.500	171.69	0.10	0.056	5.9	0	14.55	0.050	0.0043	0.0048	0.000	0.02	5.26	0.79	0.34	2.0	0.2	8.48	0.1	0.72	0.14	0.02	0.02
