! -----------------------------------------------------
! Lake Erie 2002-14
! Inflow (Sandusky River)
! File prepared by LL
! -----------------------------------------------------
22  data sets																					   
0 seconds between data																					   
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	   
DAY	INFLOW	WTR_TEMP	SALINITY	SSOL1	SSOL2	DO	PO4	DOPL	POPL	PIP	NH4	NO3	DONL	PONL	DOCL	POCL	SiO2	FDIAT	MDIAT	CRYPT	CHLOR	CYANO	   
2012331.500	6.29	2.01	0.07461258	4.7	0	13.82	0.039	0.0055	0.0185	0.013	0.02	4.19	0.65	0.28	2.0	0.2	5.96	0.1	0.72	0.14	0.02	0.02
2012332.500	6.00	0.10	0.07425126	3.8	0	14.55	0.037	0.0047	0.0139	0.009	0.02	3.95	0.62	0.26	2.0	0.2	5.26	0.1	0.72	0.14	0.02	0.02
2012333.500	5.58	1.30	0.07533522	2.2	0	14.09	0.034	0.0042	0.0121	0.008	0.02	3.68	0.57	0.25	2.0	0.2	4.74	0.1	0.72	0.14	0.02	0.02
2012334.500	5.30	3.60	0.07172202	2.8	0	13.26	0.027	0.0039	0.0137	0.010	0.02	3.51	0.55	0.24	2.0	0.2	3.89	0.1	0.72	0.14	0.02	0.02
2012334.833	5.15	6.21	0.08183898	14.1	0	12.40	0.025	0.0048	0.0205	0.016	0.02	3.37	0.55	0.24	2.0	0.2	3.70	0.1	0.72	0.14	0.02	0.02
2012338.333	4.57	6.22	0.0831036	5.0	0	12.39	0.015	0.0033	0.0156	0.012	0.02	2.70	0.42	0.18	2.0	0.2	1.37	0.1	0.72	0.14	0.02	0.02
2012338.500	4.57	6.59	0.0840069	18.4	0	12.28	0.016	0.0041	0.0201	0.016	0.02	2.74	0.45	0.19	2.0	0.2	1.37	0.1	0.72	0.14	0.02	0.02
2012339.500	4.57	9.67	0.08183898	5.5	0	11.38	0.021	0.0031	0.0116	0.008	0.02	2.51	0.41	0.18	2.0	0.2	0.61	0.1	0.72	0.14	0.02	0.02
2012340.500	5.15	1.12	0.081297	4.5	0	14.16	0.028	0.0037	0.0118	0.008	0.02	2.46	0.40	0.17	2.0	0.2	1.02	0.1	0.72	0.14	0.02	0.02
2012341.500	5.15	3.05	0.08472954	6.2	0	13.45	0.013	0.0023	0.0098	0.007	0.02	2.30	0.38	0.16	2.0	0.2	0.48	0.1	0.72	0.14	0.02	0.02
2012342.500	6.29	6.07	0.07967106	5.2	0	12.44	0.015	0.0027	0.0111	0.008	0.02	2.43	0.40	0.17	2.0	0.2	0.49	0.1	0.72	0.14	0.02	0.02
2012343.500	9.14	5.71	0.08328426	4.2	0	12.55	0.013	0.0026	0.0116	0.009	0.02	1.84	0.31	0.13	2.0	0.2	0.32	0.1	0.72	0.14	0.02	0.02
2012344.500	12.73	3.75	0.08509086	6.6	0	13.20	0.020	0.0039	0.0175	0.014	0.02	1.92	0.32	0.14	2.0	0.2	0.40	0.1	0.72	0.14	0.02	0.02
2012344.833	18.35	5.05	0.0894267	31.3	0	12.77	0.034	0.0073	0.0333	0.026	0.02	1.99	0.36	0.15	2.0	0.2	0.88	0.1	0.72	0.14	0.02	0.02
2012345.167	28.07	6.96	0.08617482	33.2	0	12.16	0.051	0.0095	0.0407	0.031	0.02	2.58	0.44	0.19	2.0	0.2	1.71	0.1	0.72	0.14	0.02	0.02
2012345.375	39.73	6.10	0.08057436	61.3	0	12.43	0.051	0.0145	0.0751	0.061	0.02	3.53	0.61	0.26	2.0	0.2	2.90	0.1	0.72	0.14	0.02	0.02
2012345.500	48.65	5.13	0.07262532	95.5	0	12.74	0.059	0.0185	0.0986	0.080	0.02	3.94	0.75	0.32	2.0	0.2	3.68	0.1	0.72	0.14	0.02	0.02
2012345.833	63.71	3.80	0.06738618	157.6	0	13.19	0.098	0.0290	0.1521	0.123	0.02	6.41	1.19	0.51	2.0	0.2	5.50	0.1	0.72	0.14	0.02	0.02
2012346.167	63.26	1.44	0.06973476	150.9	0	14.04	0.100	0.0298	0.1568	0.127	0.02	8.23	1.43	0.61	2.0	0.2	6.16	0.1	0.72	0.14	0.02	0.02
2012346.500	64.17	0.10	0.0704574	103.4	0	14.55	0.092	0.0239	0.1204	0.096	0.02	7.62	1.31	0.56	2.0	0.2	5.89	0.1	0.72	0.14	0.02	0.02
2012346.833	71.13	1.88	0.07208334	76.2	0	13.87	0.063	0.0182	0.0947	0.077	0.02	7.12	1.19	0.51	2.0	0.2	5.72	0.1	0.72	0.14	0.02	0.02
2012347.167	75.46	0.83	0.06612156	72.0	0	14.27	0.073	0.0187	0.0932	0.074	0.02	7.68	1.27	0.54	2.0	0.2	6.65	0.1	0.72	0.14	0.02	0.02
2012347.500	71.61	0.10	0.06521826	92.5	0	14.55	0.078	0.0225	0.1171	0.095	0.02	7.44	1.27	0.55	2.0	0.2	7.16	0.1	0.72	0.14	0.02	0.02
2012347.833	62.35	3.07	0.0650376	91.8	0	13.44	0.099	0.0250	0.1239	0.099	0.02	7.47	1.29	0.55	2.0	0.2	7.68	0.1	0.72	0.14	0.02	0.02
2012348.167	51.96	4.01	0.06449562	75.9	0	13.12	0.110	0.0241	0.1124	0.088	0.02	7.77	1.32	0.57	2.0	0.2	7.88	0.1	0.72	0.14	0.02	0.02
2012348.500	42.62	3.04	0.0623277	70.1	0	13.45	0.101	0.0224	0.1051	0.083	0.02	7.80	1.33	0.57	2.0	0.2	8.11	0.1	0.72	0.14	0.02	0.02
2012348.833	34.49	4.48	0.06160506	66.9	0	12.96	0.103	0.0216	0.0984	0.077	0.02	7.49	1.26	0.54	2.0	0.2	7.98	0.1	0.72	0.14	0.02	0.02
2012349.167	28.47	3.86	0.06178572	57.1	0	13.17	0.105	0.0205	0.0899	0.069	0.02	7.31	1.24	0.53	2.0	0.2	7.98	0.1	0.72	0.14	0.02	0.02
2012349.500	24.30	2.20	0.06178572	52.3	0	13.75	0.100	0.0201	0.0897	0.070	0.02	7.36	1.23	0.53	2.0	0.2	8.07	0.1	0.72	0.14	0.02	0.02
2012349.833	21.19	3.63	0.06250836	51.3	0	13.25	0.102	0.0194	0.0835	0.064	0.02	7.37	1.23	0.53	2.0	0.2	8.18	0.1	0.72	0.14	0.02	0.02
2012350.167	18.95	5.50	0.06286968	47.0	0	12.62	0.095	0.0182	0.0793	0.061	0.02	7.32	1.21	0.52	2.0	0.2	7.99	0.1	0.72	0.14	0.02	0.02
2012350.500	17.45	5.68	0.06521826	43.3	0	12.56	0.087	0.0175	0.0783	0.061	0.02	7.30	1.20	0.51	2.0	0.2	8.03	0.1	0.72	0.14	0.02	0.02
2012351.500	14.43	7.58	0.06828948	32.3	0	11.98	0.081	0.0139	0.0561	0.042	0.02	7.09	1.14	0.49	2.0	0.2	7.71	0.1	0.72	0.14	0.02	0.02
2012352.167	13.21	5.75	0.0650376	28.0	0	12.54	0.070	0.0122	0.0500	0.038	0.02	7.01	1.13	0.48	2.0	0.2	7.57	0.1	0.72	0.14	0.02	0.02
2012352.333	12.97	4.56	0.07190268	23.1	0	12.93	0.080	0.0120	0.0429	0.031	0.02	6.99	1.12	0.48	2.0	0.2	7.64	0.1	0.72	0.14	0.02	0.02
2012352.500	12.97	4.13	0.07732248	27.1	0	13.07	0.084	0.0123	0.0438	0.031	0.02	7.49	1.21	0.52	2.0	0.2	7.96	0.1	0.72	0.14	0.02	0.02
2012353.500	12.02	2.12	0.07732248	22.5	0	13.78	0.070	0.0102	0.0359	0.026	0.02	7.27	1.14	0.49	2.0	0.2	7.41	0.1	0.72	0.14	0.02	0.02
2012354.500	10.94	3.39	0.07750314	15.8	0	13.33	0.062	0.0084	0.0278	0.019	0.02	6.72	1.05	0.45	2.0	0.2	7.00	0.1	0.72	0.14	0.02	0.02
2012355.500	10.10	4.90	0.06178572	38.7	0	12.82	0.051	0.0112	0.0521	0.041	0.02	6.03	0.98	0.42	2.0	0.2	5.75	0.1	0.72	0.14	0.02	0.02
2012356.500	67.34	1.85	0.05925648	260.4	0	13.88	0.112	0.0420	0.2359	0.194	0.02	6.95	1.28	0.55	2.0	0.2	6.22	0.1	0.72	0.14	0.02	0.02
2012357.500	113.15	0.10	0.05365602	255.5	0	14.55	0.118	0.0427	0.2380	0.195	0.02	8.13	1.58	0.68	2.0	0.2	6.73	0.1	0.72	0.14	0.02	0.02
2012358.500	88.89	0.10	0.05203008	237.8	0	14.55	0.116	0.0447	0.2529	0.208	0.02	7.67	1.39	0.60	2.0	0.2	7.18	0.1	0.72	0.14	0.02	0.02
2012359.500	61.45	1.44	0.0560046	171.1	0	14.03	0.148	0.0426	0.2220	0.179	0.02	7.50	1.36	0.58	2.0	0.2	7.45	0.1	0.72	0.14	0.02	0.02
2012360.500	34.94	0.10	0.06160506	106.7	0	14.55	0.153	0.0340	0.1596	0.126	0.02	7.76	1.34	0.57	2.0	0.2	7.74	0.1	0.72	0.14	0.02	0.02
2012361.500	24.30	0.82	0.06467628	59.2	0	14.27	0.116	0.0240	0.1085	0.085	0.02	7.64	1.27	0.55	2.0	0.2	8.19	0.1	0.72	0.14	0.02	0.02
2012362.500	20.85	0.10	0.06738618	44.9	0	14.55	0.092	0.0164	0.0682	0.052	0.02	7.24	1.16	0.50	2.0	0.2	7.98	0.1	0.72	0.14	0.02	0.02
2012363.500	18.35	0.10	0.07063806	32.1	0	14.55	0.078	0.0127	0.0495	0.037	0.02	6.80	1.09	0.47	2.0	0.2	8.03	0.1	0.72	0.14	0.02	0.02
2012364.500	17.15	0.10	0.0749739	22.0	0	14.55	0.068	0.0097	0.0339	0.024	0.02	6.49	1.01	0.43	2.0	0.2	7.80	0.1	0.72	0.14	0.02	0.02
2012365.500	15.77	0.10	0.07750314	15.1	0	14.55	0.059	0.0076	0.0233	0.016	0.02	6.13	0.94	0.40	2.0	0.2	7.66	0.1	0.72	0.14	0.02	0.02
2012366.500	12.73	0.15	0.08147766	14.8	0	14.53	0.051	0.0071	0.0236	0.017	0.02	5.80	0.90	0.38	2.0	0.2	7.31	0.1	0.72	0.14	0.02	0.02
2013001.500	14.70	0.10	0.0894267	7.8	0	14.55	0.046	0.0057	0.0166	0.011	0.02	5.66	0.88	0.38	2.0	0.2	6.98	0.1	0.72	0.14	0.02	0.02
2013002.500	14.97	0.10	0.08780076	7.1	0	14.55	0.042	0.0049	0.0130	0.008	0.02	5.49	0.84	0.36	2.0	0.2	6.74	0.1	0.72	0.14	0.02	0.02
2013003.500	45.48	0.10	0.0957498	7.8	0	14.55	0.037	0.0045	0.0129	0.008	0.02	5.38	0.83	0.36	2.0	0.2	6.37	0.1	0.72	0.14	0.02	0.02
2013004.500	19.85	0.10	0.09159462	7.4	0	14.55	0.032	0.0039	0.0112	0.007	0.02	5.48	0.83	0.36	2.0	0.2	6.15	0.1	0.72	0.14	0.02	0.02
2013005.500	23.19	0.10	0.09683376	5.3	0	14.55	0.028	0.0047	0.0182	0.014	0.02	5.20	0.79	0.34	2.0	0.2	5.73	0.1	0.72	0.14	0.02	0.02
2013006.500	14.43	1.10	0.09827904	6.2	0	14.16	0.027	0.0037	0.0119	0.008	0.02	5.26	0.80	0.34	2.0	0.2	5.58	0.1	0.72	0.14	0.02	0.02
2013007.333	12.97	0.10	0.0966531	3.2	0	14.55	0.023	0.0031	0.0105	0.007	0.02	5.19	0.79	0.34	2.0	0.2	5.46	0.1	0.72	0.14	0.02	0.02
2013007.500	15.23	0.10	0.09538848	4.5	0	14.55	0.024	0.0039	0.0147	0.011	0.02	5.10	0.78	0.34	2.0	0.2	5.25	0.1	0.72	0.14	0.02	0.02
2013008.500	15.77	0.10	0.0966531	5.3	0	14.55	0.021	0.0031	0.0112	0.008	0.02	5.11	0.78	0.33	2.0	0.2	4.81	0.1	0.72	0.14	0.02	0.02
2013009.500	10.94	4.40	0.0849102	3.4	0	12.98	0.020	0.0027	0.0087	0.006	0.02	5.04	0.78	0.33	2.0	0.2	4.43	0.1	0.72	0.14	0.02	0.02
2013010.167	26.50	1.30	0.072264	25.5	0	14.09	0.043	0.0075	0.0307	0.023	0.02	5.87	0.92	0.39	2.0	0.2	4.33	0.1	0.72	0.14	0.02	0.02
2013010.500	46.84	0.10	0.07099938	53.8	0	14.55	0.047	0.0111	0.0536	0.043	0.02	7.08	1.12	0.48	2.0	0.2	5.06	0.1	0.72	0.14	0.02	0.02
2013010.833	54.37	2.10	0.06810882	58.4	0	13.79	0.059	0.0133	0.0632	0.050	0.02	7.55	1.19	0.51	2.0	0.2	5.22	0.1	0.72	0.14	0.02	0.02
2013011.167	65.98	3.00	0.06431496	43.5	0	13.47	0.049	0.0113	0.0540	0.043	0.02	7.16	1.14	0.49	2.0	0.2	5.19	0.1	0.72	0.14	0.02	0.02
2013011.500	88.89	7.70	0.05257206	101.5	0	11.94	0.090	0.0213	0.1031	0.082	0.02	6.84	1.13	0.48	2.0	0.2	5.27	0.1	0.72	0.14	0.02	0.02
2013012.167	233.44	9.30	0.04805556	324.0	0	11.48	0.094	0.0464	0.2749	0.229	0.02	6.54	1.25	0.54	2.0	0.2	5.46	0.1	0.72	0.14	0.02	0.02
2013012.500	257.74	8.10	0.04661028	348.3	0	11.83	0.107	0.0522	0.3093	0.257	0.02	6.75	1.27	0.54	2.0	0.2	5.67	0.1	0.72	0.14	0.02	0.02
2013012.833	239.79	10.80	0.04263576	334.9	0	11.08	0.113	0.0521	0.3055	0.253	0.02	6.67	1.25	0.54	2.0	0.2	5.84	0.1	0.72	0.14	0.02	0.02
2013013.167	235.03	10.00	0.04100982	316.6	0	11.29	0.117	0.0515	0.2993	0.248	0.02	6.14	1.18	0.50	2.0	0.2	5.96	0.1	0.72	0.14	0.02	0.02
2013013.500	317.43	3.10	0.03577068	375.1	0	13.43	0.126	0.0564	0.3286	0.272	0.02	5.44	1.09	0.47	2.0	0.2	5.91	0.1	0.72	0.14	0.02	0.02
2013013.833	394.17	2.60	0.03306078	415.2	0	13.61	0.123	0.0602	0.3564	0.296	0.02	4.97	1.08	0.46	2.0	0.2	5.97	0.1	0.72	0.14	0.02	0.02
2013014.167	421.92	1.20	0.03089286	393.4	0	14.12	0.116	0.0680	0.4147	0.347	0.02	4.55	1.03	0.44	2.0	0.2	6.01	0.1	0.72	0.14	0.02	0.02
2013014.333	435.51	0.10	0.03089286	394.9	0	14.55	0.139	0.0652	0.3832	0.318	0.02	4.36	1.06	0.46	2.0	0.2	6.17	0.1	0.72	0.14	0.02	0.02
2013014.500	437.21	0.10	0.03125418	368.3	0	14.55	0.142	0.0654	0.3833	0.318	0.02	4.45	0.91	0.39	2.0	0.2	6.77	0.1	0.72	0.14	0.02	0.02
2013014.833	413.43	0.10	0.03378342	243.3	0	14.55	0.144	0.0595	0.3415	0.282	0.02	4.58	0.89	0.38	2.0	0.2	6.89	0.1	0.72	0.14	0.02	0.02
2013015.167	360.19	0.10	0.0343254	230.6	0	14.55	0.136	0.0560	0.3207	0.265	0.02	4.78	0.93	0.40	2.0	0.2	7.10	0.1	0.72	0.14	0.02	0.02
2013015.500	308.94	0.10	0.03540936	216.7	0	14.55	0.130	0.0528	0.3015	0.249	0.02	4.80	0.89	0.38	2.0	0.2	7.22	0.1	0.72	0.14	0.02	0.02
2013015.833	274.67	0.10	0.03486738	183.4	0	14.55	0.129	0.0494	0.2783	0.229	0.02	4.76	0.93	0.40	2.0	0.2	7.23	0.1	0.72	0.14	0.02	0.02
2013016.167	247.89	0.10	0.03595134	164.3	0	14.55	0.131	0.0474	0.2640	0.217	0.02	4.57	0.88	0.38	2.0	0.2	7.28	0.1	0.72	0.14	0.02	0.02
2013016.500	221.55	0.10	0.03504804	155.7	0	14.55	0.128	0.0454	0.2509	0.205	0.02	4.63	0.85	0.37	2.0	0.2	7.64	0.1	0.72	0.14	0.02	0.02
2013016.833	190.18	1.10	0.03468672	147.8	0	14.16	0.119	0.0436	0.2433	0.200	0.02	4.46	0.84	0.36	2.0	0.2	7.29	0.1	0.72	0.14	0.02	0.02
2013017.167	156.88	0.90	0.05528196	142.3	0	14.24	0.120	0.0409	0.2239	0.183	0.02	4.39	0.80	0.34	2.0	0.2	7.26	0.1	0.72	0.14	0.02	0.02
2013021.500	21.52	0.10	0.06015978	38.1	0	14.55	0.076	0.0124	0.0480	0.036	0.02	5.41	0.87	0.37	2.0	0.2	8.24	0.1	0.72	0.14	0.02	0.02
2013022.500	26.87	0.10	0.06431496	27.8	0	14.55	0.019	0.0049	0.0245	0.020	0.02	5.52	0.87	0.37	2.0	0.2	8.58	0.1	0.72	0.14	0.02	0.02
2013023.500	205.64	0.10	0.0650376	16.9	0	14.55	0.067	0.0082	0.0235	0.015	0.02	5.81	0.92	0.39	2.0	0.2	8.64	0.1	0.72	0.14	0.02	0.02
2013024.500	156.88	0.10	0.06449562	17.6	0	14.55	0.063	0.0087	0.0290	0.020	0.02	5.46	0.86	0.37	2.0	0.2	8.57	0.1	0.72	0.14	0.02	0.02
2013025.500	125.33	0.10	0.06612156	12.7	0	14.55	0.069	0.0076	0.0185	0.011	0.02	5.32	0.83	0.36	2.0	0.2	8.65	0.1	0.72	0.14	0.02	0.02
2013026.500	133.94	0.10	0.06937344	11.1	0	14.55	0.058	0.0063	0.0150	0.009	0.02	5.23	0.82	0.35	2.0	0.2	8.31	0.1	0.72	0.14	0.02	0.02
2013027.500	129.89	0.10	0.0740706	5.6	0	14.55	0.056	0.0058	0.0125	0.007	0.02	5.12	0.79	0.34	2.0	0.2	8.17	0.1	0.72	0.14	0.02	0.02
2013028.167	46.84	0.10	0.07641918	5.6	0	14.55	0.045	0.0054	0.0150	0.010	0.02	4.94	0.75	0.32	2.0	0.2	7.88	0.1	0.72	0.14	0.02	0.02
2013028.333	33.58	0.51	0.07190268	4.0	0	14.39	0.046	0.0058	0.0175	0.012	0.02	5.06	0.79	0.34	2.0	0.2	7.85	0.1	0.72	0.14	0.02	0.02
2013028.500	21.19	3.10	0.07352862	7.0	0	13.43	0.053	0.0069	0.0217	0.015	0.02	4.57	0.72	0.31	2.0	0.2	7.51	0.1	0.72	0.14	0.02	0.02
2013029.500	14.43	3.90	0.07479324	7.3	0	13.15	0.048	0.0056	0.0153	0.010	0.02	4.30	0.68	0.29	2.0	0.2	6.60	0.1	0.72	0.14	0.02	0.02
2013030.500	38.77	8.50	0.06847014	41.4	0	11.71	0.067	0.0115	0.0463	0.035	0.02	4.49	0.75	0.32	2.0	0.2	6.47	0.1	0.72	0.14	0.02	0.02
2013030.833	105.06	8.40	0.05817252	98.8	0	11.74	0.065	0.0178	0.0912	0.073	0.02	4.66	0.82	0.35	2.0	0.2	6.40	0.1	0.72	0.14	0.02	0.02
2013031.167	171.77	2.50	0.04913952	236.3	0	13.64	0.091	0.0350	0.1976	0.163	0.02	4.83	0.94	0.40	2.0	0.2	6.24	0.1	0.72	0.14	0.02	0.02
2013032.167	164.92	0.10	0.04751358	300.1	0	14.55	0.099	0.0450	0.2632	0.218	0.02	5.33	1.05	0.45	2.0	0.2	6.66	0.1	0.72	0.14	0.02	0.02
2013032.500	152.63	0.10	0.04950084	282.4	0	14.55	0.122	0.0452	0.2531	0.208	0.02	5.46	1.06	0.45	2.0	0.2	6.89	0.1	0.72	0.14	0.02	0.02
2013035.333	156.88	0.10	0.05473998	68.0	0	14.55	0.130	0.0268	0.1211	0.094	0.02	5.98	1.06	0.45	2.0	0.2	7.71	0.1	0.72	0.14	0.02	0.02
2013035.500	21.52	0.10	0.06070176	102.9	0	14.55	0.126	0.0275	0.1276	0.100	0.02	6.49	1.09	0.47	2.0	0.2	7.47	0.1	0.72	0.14	0.02	0.02
2013036.500	20.85	0.10	0.06467628	54.6	0	14.55	0.110	0.0191	0.0779	0.059	0.02	6.68	1.09	0.47	2.0	0.2	7.76	0.1	0.72	0.14	0.02	0.02
2013037.500	21.19	0.10	0.06792816	39.8	0	14.55	0.086	0.0153	0.0634	0.048	0.02	6.25	1.00	0.43	2.0	0.2	7.99	0.1	0.72	0.14	0.02	0.02
2013038.500	18.95	0.10	0.08454888	33.9	0	14.55	0.075	0.0126	0.0500	0.037	0.02	5.83	0.93	0.40	2.0	0.2	7.71	0.1	0.72	0.14	0.02	0.02
2013039.500	13.44	0.10	0.08111634	22.9	0	14.55	0.068	0.0097	0.0332	0.023	0.02	5.54	0.86	0.37	2.0	0.2	7.17	0.1	0.72	0.14	0.02	0.02
2013040.500	11.57	0.10	0.08436822	16.9	0	14.55	0.067	0.0086	0.0263	0.018	0.02	5.11	0.81	0.35	2.0	0.2	7.18	0.1	0.72	0.14	0.02	0.02
2013041.500	15.23	0.40	0.09141396	14.1	0	14.43	0.053	0.0068	0.0205	0.014	0.02	4.81	0.74	0.32	2.0	0.2	7.01	0.1	0.72	0.14	0.02	0.02
2013042.167	15.77	4.51	0.09051066	14.2	0	12.95	0.055	0.0066	0.0184	0.012	0.02	4.65	0.71	0.30	2.0	0.2	6.27	0.1	0.72	0.14	0.02	0.02
2013042.333	17.75	5.29	0.0677475	12.2	0	12.69	0.048	0.0070	0.0245	0.018	0.02	4.74	0.74	0.32	2.0	0.2	6.52	0.1	0.72	0.14	0.02	0.02
2013049.500	12.49	0.10	0.07208334	23.8	0	14.55	0.055	0.0078	0.0267	0.019	0.02	6.39	0.99	0.42	2.0	0.2	6.26	0.1	0.72	0.14	0.02	0.02
2013050.500	14.97	0.10	0.07208334	14.3	0	14.55	0.041	0.0059	0.0206	0.015	0.02	6.11	0.94	0.40	2.0	0.2	6.15	0.1	0.72	0.14	0.02	0.02
2013051.500	9.50	0.10	0.07172202	17.6	0	14.55	0.034	0.0061	0.0255	0.019	0.02	5.74	0.88	0.38	2.0	0.2	6.25	0.1	0.72	0.14	0.02	0.02
2013052.500	11.15	0.10	0.08201964	7.0	0	14.55	0.030	0.0044	0.0158	0.011	0.02	5.77	0.88	0.38	2.0	0.2	5.89	0.1	0.72	0.14	0.02	0.02
2013053.500	13.44	0.10	0.07515456	3.4	0	14.55	0.035	0.0040	0.0101	0.006	0.02	5.55	0.84	0.36	2.0	0.2	5.68	0.1	0.72	0.14	0.02	0.02
2013054.500	12.26	0.10	0.08328426	4.6	0	14.55	0.031	0.0035	0.0086	0.005	0.02	5.19	0.79	0.34	2.0	0.2	5.06	0.1	0.72	0.14	0.02	0.02
2013055.500	12.73	0.10	0.0849102	5.9	0	14.55	0.027	0.0031	0.0078	0.005	0.02	4.90	0.75	0.32	2.0	0.2	4.78	0.1	0.72	0.14	0.02	0.02
2013056.167	9.89	0.10	0.08617482	3.4	0	14.55	0.022	0.0027	0.0076	0.005	0.02	4.72	0.72	0.31	2.0	0.2	4.16	0.1	0.72	0.14	0.02	0.02
2013056.333	9.89	0.10	0.08256162	1.9	0	14.55	0.026	0.0027	0.0058	0.003	0.02	4.74	0.72	0.31	2.0	0.2	4.13	0.1	0.72	0.14	0.02	0.02
2013056.500	10.73	2.00	0.0984597	2.9	0	13.83	0.013	0.0038	0.0196	0.016	0.02	4.39	0.68	0.29	2.0	0.2	4.21	0.1	0.72	0.14	0.02	0.02
2013057.500	9.50	0.60	0.06810882	10.1	0	14.36	0.020	0.0033	0.0129	0.010	0.02	4.02	0.64	0.27	2.0	0.2	3.50	0.1	0.72	0.14	0.02	0.02
2013057.833	23.19	0.90	0.06070176	181.8	0	14.24	0.142	0.0355	0.1759	0.140	0.02	3.96	0.83	0.35	2.0	0.2	3.45	0.1	0.72	0.14	0.02	0.02
2013058.167	106.92	2.00	0.05275272	229.5	0	13.83	0.079	0.0333	0.1916	0.158	0.02	4.02	0.78	0.33	2.0	0.2	3.62	0.1	0.72	0.14	0.02	0.02
2013058.500	173.30	2.30	0.04263576	368.3	0	13.72	0.080	0.0480	0.2930	0.245	0.02	4.14	0.93	0.40	2.0	0.2	4.31	0.1	0.72	0.14	0.02	0.02
2013058.833	221.55	0.30	0.04046784	343.9	0	14.47	0.106	0.0461	0.2673	0.221	0.02	4.73	0.94	0.40	2.0	0.2	4.79	0.1	0.72	0.14	0.02	0.02
2013059.167	239.79	0.10	0.05203008	291.2	0	14.55	0.109	0.0451	0.2583	0.213	0.02	5.89	1.12	0.48	2.0	0.2	5.45	0.1	0.72	0.14	0.02	0.02
2013059.500	243.78	2.40	0.05257206	250.7	0	13.68	0.106	0.0421	0.2398	0.198	0.02	6.60	1.23	0.53	2.0	0.2	5.71	0.1	0.72	0.14	0.02	0.02
2013059.833	230.27	0.10	0.05022348	218.6	0	14.55	0.095	0.0397	0.2279	0.188	0.02	6.89	1.25	0.53	2.0	0.2	6.02	0.1	0.72	0.14	0.02	0.02
2013060.167	217.64	0.10	0.04986216	217.0	0	14.55	0.099	0.0389	0.2210	0.182	0.02	7.13	1.36	0.58	2.0	0.2	6.05	0.1	0.72	0.14	0.02	0.02
2013060.500	202.64	0.10	0.04932018	181.2	0	14.55	0.088	0.0359	0.2053	0.169	0.02	7.15	1.31	0.56	2.0	0.2	6.42	0.1	0.72	0.14	0.02	0.02
2013060.833	176.36	0.10	0.0496815	151.8	0	14.55	0.089	0.0328	0.1837	0.151	0.02	7.34	1.37	0.59	2.0	0.2	6.47	0.1	0.72	0.14	0.02	0.02
2013061.167	146.45	0.10	0.0478749	125.5	0	14.55	0.080	0.0303	0.1705	0.140	0.02	7.49	1.34	0.57	2.0	0.2	6.73	0.1	0.72	0.14	0.02	0.02
2013061.500	120.77	0.10	0.05166876	110.0	0	14.55	0.091	0.0282	0.1504	0.122	0.02	7.34	1.30	0.56	2.0	0.2	6.79	0.1	0.72	0.14	0.02	0.02
2013062.500	66.43	0.10	0.05817252	67.8	0	14.55	0.077	0.0214	0.1100	0.089	0.02	7.44	1.27	0.55	2.0	0.2	6.98	0.1	0.72	0.14	0.02	0.02
2013063.167	47.29	0.10	0.05528196	49.8	0	14.55	0.075	0.0175	0.0839	0.066	0.02	7.92	1.31	0.56	2.0	0.2	7.05	0.1	0.72	0.14	0.02	0.02
2013063.333	43.58	0.10	0.05636592	48.6	0	14.55	0.052	0.0168	0.0908	0.074	0.02	7.17	1.17	0.50	2.0	0.2	7.07	0.1	0.72	0.14	0.02	0.02
2013063.500	40.21	0.10	0.05763054	56.5	0	14.55	0.066	0.0164	0.0811	0.065	0.02	7.17	1.17	0.50	2.0	0.2	7.10	0.1	0.72	0.14	0.02	0.02
2013063.833	34.94	0.10	0.05907582	49.4	0	14.55	0.067	0.0148	0.0696	0.055	0.02	6.99	1.11	0.47	2.0	0.2	7.00	0.1	0.72	0.14	0.02	0.02
2013064.167	31.32	0.10	0.06088242	45.7	0	14.55	0.055	0.0133	0.0651	0.052	0.02	6.90	1.10	0.47	2.0	0.2	6.99	0.1	0.72	0.14	0.02	0.02
2013064.500	28.87	0.10	0.06305034	40.7	0	14.55	0.055	0.0123	0.0585	0.046	0.02	6.81	1.09	0.47	2.0	0.2	7.09	0.1	0.72	0.14	0.02	0.02
2013065.500	25.40	4.30	0.06612156	29.3	0	13.02	0.041	0.0092	0.0437	0.034	0.02	6.35	1.00	0.43	2.0	0.2	6.51	0.1	0.72	0.14	0.02	0.02
2013066.500	25.03	2.20	0.07118004	21.3	0	13.75	0.035	0.0072	0.0328	0.026	0.02	5.98	0.92	0.40	2.0	0.2	6.00	0.1	0.72	0.14	0.02	0.02
2013067.500	35.88	3.10	0.07732248	22.9	0	13.43	0.032	0.0066	0.0301	0.023	0.02	5.79	0.90	0.39	2.0	0.2	5.52	0.1	0.72	0.14	0.02	0.02
2013068.500	49.55	3.00	0.07443192	40.5	0	13.47	0.026	0.0084	0.0455	0.037	0.02	6.05	0.94	0.40	2.0	0.2	5.16	0.1	0.72	0.14	0.02	0.02
2013068.833	49.10	1.70	0.06973476	43.5	0	13.94	0.032	0.0193	0.1182	0.099	0.02	6.06	0.96	0.41	2.0	0.2	5.04	0.1	0.72	0.14	0.02	0.02
