!-----------------------------------------------------																				
!Lake Erie 2002-14																		
!Inflow	(Maumee	River)																		
!File prepared by LL																	
!-----------------------------------------------------																				
22	data	sets																			
0	seconds	between	data																		
2012342.500	12.39	6.07	0.101	8.596	0.000	12.442	0.043	0.003	0.040	0.036	0.020	4.60	0.806	0.345	2.000	0.200	5.755	0.100	0.720	0.140	0.020	0.020
2012343.500	14.26	5.71	0.100	6.959	0.000	12.555	0.025	0.002	0.044	0.042	0.020	4.38	0.751	0.322	2.000	0.200	5.366	0.100	0.720	0.140	0.020	0.020
2012344.500	12.04	3.75	0.103	10.085	0.000	13.203	0.027	0.002	0.048	0.046	0.020	4.20	0.740	0.317	2.000	0.200	5.284	0.100	0.720	0.140	0.020	0.020
2012345.167	20.71	6.96	0.102	9.975	0.000	12.164	0.019	0.001	0.050	0.049	0.020	4.07	0.719	0.308	2.000	0.200	5.133	0.100	0.720	0.140	0.020	0.020
2012345.417	25.33	5.78	0.104	12.851	0.000	12.534	0.023	0.002	0.055	0.054	0.020	3.99	0.789	0.338	2.000	0.200	5.636	0.100	0.720	0.140	0.020	0.020
2012345.500	28.33	5.13	0.105	12.058	0.000	12.743	0.040	0.003	0.044	0.041	0.020	4.04	0.776	0.333	2.000	0.200	5.545	0.100	0.720	0.140	0.020	0.020
2012346.500	107.67	0.10	0.108	20.532	0.000	14.551	0.048	0.003	0.062	0.059	0.020	3.78	0.789	0.338	2.000	0.200	5.636	0.100	0.720	0.140	0.020	0.020
2012347.500	180.40	0.10	0.103	20.424	0.000	14.551	0.077	0.006	0.037	0.031	0.020	4.83	0.879	0.377	2.000	0.200	6.276	0.100	0.720	0.140	0.020	0.020
2012348.500	144.49	3.04	0.119	18.181	0.000	13.451	0.037	0.003	0.037	0.034	0.020	4.32	0.801	0.343	2.000	0.200	5.721	0.100	0.720	0.140	0.020	0.020
2012349.500	120.76	2.20	0.132	25.835	0.000	13.755	0.058	0.004	0.037	0.033	0.020	4.10	0.719	0.308	2.000	0.200	5.137	0.100	0.720	0.140	0.020	0.020
2012349.833	105.81	3.63	0.115	44.384	0.000	13.247	0.091	0.007	0.057	0.051	0.020	5.39	0.960	0.411	2.000	0.200	6.858	0.100	0.720	0.140	0.020	0.020
2012350.167	79.01	5.50	0.102	54.804	0.000	12.623	0.109	0.008	0.069	0.061	0.020	6.21	1.083	0.464	2.000	0.200	7.733	0.100	0.720	0.140	0.020	0.020
2012350.500	64.12	5.68	0.094	60.027	0.000	12.565	0.120	0.009	0.077	0.068	0.020	6.54	1.150	0.493	2.000	0.200	8.212	0.100	0.720	0.140	0.020	0.020
2012350.833	48.71	6.08	0.089	62.500	0.000	12.437	0.117	0.008	0.091	0.083	0.020	6.65	1.144	0.490	2.000	0.200	8.171	0.100	0.720	0.140	0.020	0.020
2012351.167	46.84	6.48	0.086	62.204	0.000	12.313	0.122	0.009	0.087	0.078	0.020	6.63	1.163	0.498	2.000	0.200	8.306	0.100	0.720	0.140	0.020	0.020
2012351.500	46.84	7.58	0.084	61.057	0.000	11.980	0.124	0.009	0.091	0.082	0.020	6.64	1.162	0.498	2.000	0.200	8.299	0.100	0.720	0.140	0.020	0.020
2012351.833	48.71	7.66	0.083	60.994	0.000	11.957	0.125	0.009	0.089	0.080	0.020	6.75	1.191	0.511	2.000	0.200	8.509	0.100	0.720	0.140	0.020	0.020
2012352.167	48.09	5.75	0.083	58.212	0.000	12.543	0.128	0.009	0.088	0.079	0.020	6.82	1.194	0.512	2.000	0.200	8.527	0.100	0.720	0.140	0.020	0.020
2012352.417	44.35	4.28	0.085	58.429	0.000	13.025	0.121	0.009	0.086	0.077	0.020	6.67	1.149	0.492	2.000	0.200	8.207	0.100	0.720	0.140	0.020	0.020
2012352.500	43.73	4.13	0.085	66.536	0.000	13.074	0.143	0.010	0.095	0.085	0.020	6.79	1.129	0.484	2.000	0.200	8.063	0.100	0.720	0.140	0.020	0.020
2012353.500	49.39	2.12	0.092	42.464	0.000	13.784	0.132	0.010	0.081	0.071	0.020	6.49	1.078	0.462	2.000	0.200	7.698	0.100	0.720	0.140	0.020	0.020
2012354.500	43.73	3.39	0.095	51.546	0.000	13.330	0.139	0.010	0.073	0.063	0.020	6.21	1.044	0.447	2.000	0.200	7.456	0.100	0.720	0.140	0.020	0.020
2012355.500	35.97	4.90	0.098	41.500	0.000	12.816	0.128	0.009	0.068	0.059	0.020	5.99	0.998	0.428	2.000	0.200	7.128	0.100	0.720	0.140	0.020	0.020
2012356.500	81.56	1.85	0.096	45.851	0.000	13.883	0.131	0.009	0.066	0.057	0.020	5.64	0.967	0.414	2.000	0.200	6.908	0.100	0.720	0.140	0.020	0.020
2012357.500	324.27	0.10	0.086	97.844	0.000	14.551	0.180	0.013	0.113	0.100	0.020	9.59	1.564	0.670	2.000	0.200	11.169	0.100	0.720	0.140	0.020	0.020
2012358.500	252.73	0.10	0.077	46.413	0.000	14.552	0.116	0.008	0.080	0.072	0.020	8.92	1.422	0.610	2.000	0.200	10.160	0.100	0.720	0.140	0.020	0.020
2012359.500	220.11	1.44	0.067	114.550	0.000	14.034	0.131	0.009	0.131	0.122	0.020	9.40	1.514	0.649	2.000	0.200	10.816	0.100	0.720	0.140	0.020	0.020
2012360.500	154.80	0.10	0.064	106.650	0.000	14.551	0.149	0.011	0.133	0.122	0.020	9.48	1.535	0.658	2.000	0.200	10.965	0.100	0.720	0.140	0.020	0.020
2012361.500	119.82	0.82	0.070	120.870	0.000	14.270	0.142	0.010	0.144	0.134	0.020	8.60	1.428	0.612	2.000	0.200	10.200	0.100	0.720	0.140	0.020	0.020
2012362.500	84.11	0.10	0.074	77.504	0.000	14.551	0.131	0.009	0.117	0.108	0.020	8.14	1.356	0.581	2.000	0.200	9.686	0.100	0.720	0.140	0.020	0.020
2012363.500	76.58	0.10	0.072	76.476	0.000	14.551	0.126	0.009	0.125	0.116	0.020	8.41	1.406	0.603	2.000	0.200	10.044	0.100	0.720	0.140	0.020	0.020
2012364.500	74.99	0.10	0.070	74.712	0.000	14.551	0.138	0.010	0.116	0.106	0.020	8.78	1.456	0.624	2.000	0.200	10.397	0.100	0.720	0.140	0.020	0.020
2012365.500	57.63	0.10	0.072	64.291	0.000	14.551	0.147	0.011	0.108	0.097	0.020	9.00	1.493	0.640	2.000	0.200	10.667	0.100	0.720	0.140	0.020	0.020
2012366.500	54.83	0.15	0.072	57.218	0.000	14.531	0.141	0.010	0.100	0.090	0.020	9.19	1.478	0.634	2.000	0.200	10.560	0.100	0.720	0.140	0.020	0.020
2013001.500	40.10	0.10	0.074	51.004	0.000	14.551	0.144	0.010	0.089	0.079	0.020	9.17	1.491	0.639	2.000	0.200	10.648	0.100	0.720	0.140	0.020	0.020
2013002.500	61.88	0.10	0.077	44.507	0.000	14.551	0.145	0.010	0.083	0.072	0.020	9.09	1.471	0.631	2.000	0.200	10.509	0.100	0.720	0.140	0.020	0.020
2013003.500	50.75	0.10	0.082	40.540	0.000	14.551	0.147	0.011	0.077	0.067	0.020	8.83	1.435	0.615	2.000	0.200	10.251	0.100	0.720	0.140	0.020	0.020
2013004.500	29.35	0.10	0.080	38.854	0.000	14.551	0.147	0.011	0.072	0.061	0.020	8.66	1.411	0.605	2.000	0.200	10.078	0.100	0.720	0.140	0.020	0.020
2013005.500	37.13	0.10	0.079	32.032	0.000	14.551	0.142	0.010	0.072	0.061	0.020	8.52	1.380	0.591	2.000	0.200	9.858	0.100	0.720	0.140	0.020	0.020
2013006.500	43.73	1.10	0.078	30.000	0.000	14.164	0.136	0.010	0.063	0.053	0.020	8.42	1.358	0.582	2.000	0.200	9.697	0.100	0.720	0.140	0.020	0.020
2013007.375	56.92	0.10	0.081	26.649	0.000	14.551	0.140	0.010	0.060	0.050	0.020	8.27	1.333	0.571	2.000	0.200	9.522	0.100	0.720	0.140	0.020	0.020
2013007.500	46.84	0.10	0.082	30.581	0.000	14.551	0.135	0.010	0.055	0.045	0.020	8.24	1.324	0.567	2.000	0.200	9.455	0.100	0.720	0.140	0.020	0.020
2013008.500	32.00	0.10	0.084	29.947	0.000	14.551	0.131	0.009	0.055	0.045	0.020	8.26	1.333	0.571	2.000	0.200	9.522	0.100	0.720	0.140	0.020	0.020
2013009.500	31.44	4.40	0.084	23.632	0.000	12.984	0.121	0.009	0.049	0.040	0.020	8.05	1.296	0.555	2.000	0.200	9.257	0.100	0.720	0.140	0.020	0.020
2013010.500	43.73	0.10	0.092	15.815	0.000	14.551	0.123	0.009	0.035	0.026	0.020	7.83	1.263	0.541	2.000	0.200	9.019	0.100	0.720	0.140	0.020	0.020
2013011.500	107.67	7.70	0.099	17.272	0.000	11.943	0.105	0.008	0.028	0.020	0.020	7.23	1.155	0.495	2.000	0.200	8.253	0.100	0.720	0.140	0.020	0.020
2013011.833	144.49	8.90	0.089	146.050	0.000	11.596	0.070	0.005	0.130	0.125	0.020	7.60	1.290	0.553	2.000	0.200	9.215	0.100	0.720	0.140	0.020	0.020
2013012.167	371.00	9.30	0.088	207.740	0.000	11.484	0.098	0.007	0.164	0.157	0.020	8.22	1.427	0.612	2.000	0.200	10.195	0.100	0.720	0.140	0.020	0.020
2013012.500	583.97	8.10	0.115	222.970	0.000	11.826	0.092	0.007	0.188	0.182	0.020	7.96	1.390	0.596	2.000	0.200	9.929	0.100	0.720	0.140	0.020	0.020
2013012.833	604.36	10.80	0.090	300.120	0.000	11.079	0.101	0.007	0.251	0.244	0.020	8.68	1.580	0.677	2.000	0.200	11.285	0.100	0.720	0.140	0.020	0.020
2013013.167	724.44	10.00	0.061	685.460	0.000	11.292	0.093	0.007	0.460	0.453	0.020	8.26	1.642	0.704	2.000	0.200	11.730	0.100	0.720	0.140	0.020	0.020
2013013.500	922.68	3.10	0.043	753.380	0.000	13.431	0.109	0.008	0.527	0.519	0.020	7.32	1.564	0.670	2.000	0.200	11.174	0.100	0.720	0.140	0.020	0.020
2013013.833	1200.51	2.60	0.045	671.560	0.000	13.608	0.125	0.009	0.519	0.510	0.020	7.30	1.600	0.686	2.000	0.200	11.427	0.100	0.720	0.140	0.020	0.020
2013014.167	1365.05	1.20	0.038	651.210	0.000	14.124	0.115	0.008	0.489	0.481	0.020	6.76	1.491	0.639	2.000	0.200	10.651	0.100	0.720	0.140	0.020	0.020
2013014.500	1468.71	0.10	0.031	715.930	0.000	14.551	0.120	0.009	0.597	0.588	0.020	5.81	1.198	0.513	2.000	0.200	8.554	0.100	0.720	0.140	0.020	0.020
2013014.833	1552.82	0.10	0.029	673.070	0.000	14.551	0.129	0.009	0.526	0.517	0.020	5.38	1.146	0.491	2.000	0.200	8.188	0.100	0.720	0.140	0.020	0.020
2013015.167	1565.28	0.10	0.028	569.590	0.000	14.551	0.132	0.009	0.486	0.477	0.020	5.13	1.037	0.444	2.000	0.200	7.404	0.100	0.720	0.140	0.020	0.020
2013015.500	1484.28	0.10	0.029	438.290	0.000	14.551	0.133	0.010	0.433	0.424	0.020	5.09	1.042	0.447	2.000	0.200	7.445	0.100	0.720	0.140	0.020	0.020
2013015.833	1370.72	0.10	0.029	344.820	0.000	14.551	0.143	0.010	0.384	0.374	0.020	4.82	1.000	0.429	2.000	0.200	7.143	0.100	0.720	0.140	0.020	0.020
2013016.167	1220.90	0.10	0.031	311.540	0.000	14.551	0.140	0.010	0.354	0.344	0.020	4.65	0.943	0.404	2.000	0.200	6.739	0.100	0.720	0.140	0.020	0.020
2013016.500	1098.27	0.10	0.033	276.810	0.000	14.551	0.139	0.010	0.343	0.333	0.020	4.50	0.876	0.375	2.000	0.200	6.254	0.100	0.720	0.140	0.020	0.020
2013016.833	954.40	1.10	0.032	282.190	0.000	14.163	0.150	0.011	0.328	0.317	0.020	4.56	0.952	0.408	2.000	0.200	6.803	0.100	0.720	0.140	0.020	0.020
2013017.167	840.56	0.90	0.032	257.010	0.000	14.240	0.158	0.011	0.320	0.309	0.020	4.63	0.918	0.393	2.000	0.200	6.555	0.100	0.720	0.140	0.020	0.020
2013017.500	759.56	1.10	0.032	242.000	0.000	14.164	0.159	0.011	0.313	0.301	0.020	4.54	0.891	0.382	2.000	0.200	6.365	0.100	0.720	0.140	0.020	0.020
2013017.833	662.14	1.80	0.033	246.950	0.000	13.901	0.174	0.012	0.303	0.291	0.020	4.57	0.937	0.402	2.000	0.200	6.695	0.100	0.720	0.140	0.020	0.020
2013018.167	595.87	0.10	0.033	212.900	0.000	14.551	0.165	0.012	0.306	0.294	0.020	4.51	0.936	0.401	2.000	0.200	6.685	0.100	0.720	0.140	0.020	0.020
2013018.500	549.99	0.10	0.034	211.180	0.000	14.551	0.167	0.012	0.291	0.279	0.020	4.75	1.025	0.439	2.000	0.200	7.325	0.100	0.720	0.140	0.020	0.020
2013018.833	495.61	0.10	0.034	195.950	0.000	14.551	0.175	0.013	0.275	0.263	0.020	4.72	1.303	0.558	2.000	0.200	9.304	0.100	0.720	0.140	0.020	0.020
2013019.167	441.23	1.90	0.036	170.930	0.000	13.864	0.171	0.012	0.264	0.252	0.020	4.96	0.953	0.409	2.000	0.200	6.810	0.100	0.720	0.140	0.020	0.020
2013019.500	387.43	3.00	0.038	210.180	0.000	13.467	0.166	0.012	0.273	0.261	0.020	5.15	1.019	0.437	2.000	0.200	7.280	0.100	0.720	0.140	0.020	0.020
2013020.500	258.17	0.10	0.040	159.860	0.000	14.551	0.161	0.012	0.245	0.233	0.020	5.35	1.381	0.592	2.000	0.200	9.867	0.100	0.720	0.140	0.020	0.020
2013021.167	194.39	0.10	0.042	140.950	0.000	14.551	0.165	0.012	0.221	0.209	0.020	5.52	1.042	0.447	2.000	0.200	7.444	0.100	0.720	0.140	0.020	0.020
2013021.417	181.53	0.10	0.042	124.190	0.000	14.551	0.166	0.012	0.205	0.193	0.020	5.45	1.000	0.429	2.000	0.200	7.142	0.100	0.720	0.140	0.020	0.020
2013021.500	180.40	0.10	0.043	144.990	0.000	14.551	0.178	0.013	0.195	0.182	0.020	5.68	1.031	0.442	2.000	0.200	7.368	0.100	0.720	0.140	0.020	0.020
2013021.833	159.11	0.10	0.044	129.130	0.000	14.551	0.167	0.012	0.178	0.166	0.020	5.96	1.047	0.449	2.000	0.200	7.478	0.100	0.720	0.140	0.020	0.020
2013022.167	113.28	0.10	0.045	124.210	0.000	14.551	0.178	0.013	0.181	0.169	0.020	5.79	1.024	0.439	2.000	0.200	7.316	0.100	0.720	0.140	0.020	0.020
2013022.500	78.16	0.10	0.046	119.460	0.000	14.551	0.164	0.012	0.184	0.172	0.020	5.90	1.028	0.441	2.000	0.200	7.344	0.100	0.720	0.140	0.020	0.020
2013022.833	71.03	0.10	0.048	100.850	0.000	14.551	0.168	0.012	0.159	0.147	0.020	6.13	1.051	0.450	2.000	0.200	7.506	0.100	0.720	0.140	0.020	0.020
2013023.167	43.10	0.10	0.048	95.442	0.000	14.551	0.177	0.013	0.140	0.127	0.020	6.26	1.066	0.457	2.000	0.200	7.613	0.100	0.720	0.140	0.020	0.020
2013023.500	50.75	0.10	0.048	84.139	0.000	14.551	0.173	0.012	0.147	0.135	0.020	6.17	1.070	0.459	2.000	0.200	7.645	0.100	0.720	0.140	0.020	0.020
2013024.500	60.46	0.10	0.051	65.586	0.000	14.551	0.163	0.012	0.126	0.114	0.020	6.60	1.100	0.472	2.000	0.200	7.860	0.100	0.720	0.140	0.020	0.020
2013025.500	60.46	0.10	0.054	62.204	0.000	14.551	0.167	0.012	0.114	0.102	0.020	6.57	1.093	0.468	2.000	0.200	7.805	0.100	0.720	0.140	0.020	0.020
2013026.500	57.63	0.10	0.053	52.430	0.000	14.551	0.163	0.012	0.107	0.095	0.020	6.43	1.060	0.454	2.000	0.200	7.569	0.100	0.720	0.140	0.020	0.020
2013027.500	64.12	0.10	0.055	44.208	0.000	14.551	0.169	0.012	0.093	0.081	0.020	6.37	1.040	0.446	2.000	0.200	7.427	0.100	0.720	0.140	0.020	0.020
2013028.167	43.10	0.10	0.057	37.521	0.000	14.551	0.157	0.011	0.081	0.069	0.020	6.36	1.009	0.433	2.000	0.200	7.210	0.100	0.720	0.140	0.020	0.020
2013028.417	36.53	2.40	0.058	30.548	0.000	13.683	0.173	0.012	0.066	0.053	0.020	6.36	1.062	0.455	2.000	0.200	7.583	0.100	0.720	0.140	0.020	0.020
2013028.500	37.72	3.10	0.055	40.000	0.000	13.431	0.160	0.012	0.077	0.065	0.020	5.68	0.949	0.407	2.000	0.200	6.778	0.100	0.720	0.140	0.020	0.020
2013029.500	52.11	3.90	0.060	31.084	0.000	13.153	0.146	0.011	0.064	0.054	0.020	5.60	0.949	0.407	2.000	0.200	6.780	0.100	0.720	0.140	0.020	0.020
2013030.500	54.15	8.50	0.063	36.063	0.000	11.710	0.134	0.010	0.066	0.056	0.020	5.51	0.935	0.401	2.000	0.200	6.676	0.100	0.720	0.140	0.020	0.020
2013030.833	84.11	8.40	0.062	86.584	0.000	11.739	0.099	0.007	0.092	0.085	0.020	6.91	1.154	0.495	2.000	0.200	8.246	0.100	0.720	0.140	0.020	0.020
2013031.167	206.49	2.50	0.064	83.909	0.000	13.645	0.091	0.007	0.081	0.075	0.020	7.36	1.214	0.520	2.000	0.200	8.674	0.100	0.720	0.140	0.020	0.020
2013031.500	273.35	0.10	0.062	91.304	0.000	14.551	0.086	0.006	0.095	0.089	0.020	8.56	1.400	0.600	2.000	0.200	9.998	0.100	0.720	0.140	0.020	0.020
2013031.833	368.17	0.10	0.064	77.359	0.000	14.551	0.089	0.006	0.078	0.072	0.020	8.94	1.438	0.616	2.000	0.200	10.270	0.100	0.720	0.140	0.020	0.020
2013032.167	427.64	0.10	0.075	74.727	0.000	14.551	0.083	0.006	0.080	0.074	0.020	8.56	1.405	0.602	2.000	0.200	10.036	0.100	0.720	0.140	0.020	0.020
2013032.500	446.33	0.10	0.082	90.241	0.000	14.551	0.074	0.005	0.088	0.083	0.020	7.35	1.226	0.525	2.000	0.200	8.757	0.100	0.720	0.140	0.020	0.020
2013032.833	437.84	0.10	0.077	147.820	0.000	14.551	0.090	0.006	0.127	0.120	0.020	7.12	1.208	0.518	2.000	0.200	8.625	0.100	0.720	0.140	0.020	0.020
2013033.167	395.07	0.10	0.078	147.140	0.000	14.551	0.096	0.007	0.140	0.133	0.020	8.03	1.348	0.578	2.000	0.200	9.629	0.100	0.720	0.140	0.020	0.020
2013033.500	366.75	0.10	0.083	135.100	0.000	14.551	0.105	0.008	0.137	0.129	0.020	8.04	1.342	0.575	2.000	0.200	9.585	0.100	0.720	0.140	0.020	0.020
2013033.833	321.44	0.10	0.084	135.100	0.000	14.551	0.110	0.008	0.126	0.118	0.020	7.81	1.287	0.552	2.000	0.200	9.195	0.100	0.720	0.140	0.020	0.020
2013034.167	283.77	0.10	0.080	100.700	0.000	14.551	0.120	0.009	0.119	0.110	0.020	7.41	1.229	0.527	2.000	0.200	8.776	0.100	0.720	0.140	0.020	0.020
2013034.500	247.32	0.10	0.071	100.700	0.000	14.551	0.125	0.009	0.119	0.110	0.020	7.36	1.283	0.550	2.000	0.200	9.166	0.100	0.720	0.140	0.020	0.020
2013034.833	217.62	0.10	0.067	88.929	0.000	14.551	0.119	0.009	0.125	0.116	0.020	7.29	1.256	0.538	2.000	0.200	8.975	0.100	0.720	0.140	0.020	0.020
2013035.167	184.93	0.10	0.065	78.098	0.000	14.551	0.131	0.009	0.104	0.094	0.020	7.26	1.261	0.540	2.000	0.200	9.004	0.100	0.720	0.140	0.020	0.020
2013035.417	169.07	0.10	0.065	101.690	0.000	14.551	0.143	0.010	0.136	0.125	0.020	7.35	1.327	0.569	2.000	0.200	9.477	0.100	0.720	0.140	0.020	0.020
2013035.500	164.54	0.10	0.074	81.652	0.000	14.551	0.135	0.010	0.111	0.101	0.020	8.46	1.384	0.593	2.000	0.200	9.883	0.100	0.720	0.140	0.020	0.020
2013036.500	102.18	0.10	0.069	77.000	0.000	14.551	0.145	0.010	0.107	0.097	0.020	8.53	1.391	0.596	2.000	0.200	9.937	0.100	0.720	0.140	0.020	0.020
2013037.500	105.81	0.10	0.069	65.902	0.000	14.551	0.145	0.010	0.099	0.088	0.020	8.78	1.453	0.623	2.000	0.200	10.382	0.100	0.720	0.140	0.020	0.020
2013038.500	110.48	0.10	0.069	53.734	0.000	14.551	0.143	0.010	0.097	0.086	0.020	8.47	1.366	0.585	2.000	0.200	9.755	0.100	0.720	0.140	0.020	0.020
2013039.500	86.66	0.10	0.075	53.174	0.000	14.551	0.136	0.010	0.081	0.071	0.020	8.03	1.320	0.566	2.000	0.200	9.431	0.100	0.720	0.140	0.020	0.020
2013040.500	71.03	0.10	0.081	39.937	0.000	14.551	0.135	0.010	0.070	0.060	0.020	8.30	1.360	0.583	2.000	0.200	9.714	0.100	0.720	0.140	0.020	0.020
2013041.500	57.63	0.40	0.082	39.110	0.000	14.433	0.140	0.010	0.065	0.055	0.020	8.37	1.345	0.576	2.000	0.200	9.604	0.100	0.720	0.140	0.020	0.020
2013042.167	59.05	4.51	0.086	38.387	0.000	12.948	0.144	0.010	0.059	0.049	0.020	8.44	1.360	0.583	2.000	0.200	9.714	0.100	0.720	0.140	0.020	0.020
2013042.417	67.18	3.80	0.084	63.011	0.000	13.186	0.132	0.010	0.072	0.063	0.020	8.21	1.349	0.578	2.000	0.200	9.634	0.100	0.720	0.140	0.020	0.020
2013042.500	73.41	2.00	0.080	78.740	0.000	13.827	0.122	0.009	0.096	0.087	0.020	7.96	1.313	0.563	2.000	0.200	9.377	0.100	0.720	0.140	0.020	0.020
2013043.500	93.46	0.10	0.082	38.810	0.000	14.551	0.109	0.008	0.068	0.060	0.020	8.09	1.321	0.566	2.000	0.200	9.438	0.100	0.720	0.140	0.020	0.020
2013044.500	126.48	0.10	0.084	29.636	0.000	14.551	0.109	0.008	0.053	0.045	0.020	7.93	1.256	0.538	2.000	0.200	8.968	0.100	0.720	0.140	0.020	0.020
2013045.500	128.41	1.10	0.086	24.221	0.000	14.164	0.096	0.007	0.045	0.038	0.020	7.60	1.215	0.521	2.000	0.200	8.680	0.100	0.720	0.140	0.020	0.020
2013046.500	116.09	0.10	0.097	20.253	0.000	14.551	0.071	0.005	0.041	0.036	0.020	6.88	1.078	0.462	2.000	0.200	7.697	0.100	0.720	0.140	0.020	0.020
2013047.500	86.66	0.10	0.111	16.151	0.000	14.551	0.068	0.005	0.035	0.030	0.020	6.64	1.047	0.449	2.000	0.200	7.476	0.100	0.720	0.140	0.020	0.020
2013048.500	80.71	0.10	0.113	15.602	0.000	14.551	0.077	0.006	0.032	0.026	0.020	6.71	1.060	0.454	2.000	0.200	7.574	0.100	0.720	0.140	0.020	0.020
2013049.167	79.86	0.10	0.112	12.890	0.000	14.551	0.071	0.005	0.035	0.030	0.020	6.79	1.061	0.455	2.000	0.200	7.576	0.100	0.720	0.140	0.020	0.020
2013049.375	74.99	0.10	0.112	16.833	0.000	14.551	0.085	0.006	0.023	0.017	0.020	6.46	1.006	0.431	2.000	0.200	7.185	0.100	0.720	0.140	0.020	0.020
2013049.500	79.01	0.10	0.112	18.760	0.000	14.551	0.089	0.006	0.006	0.000	0.020	6.43	1.017	0.436	2.000	0.200	7.268	0.100	0.720	0.140	0.020	0.020
2013050.500	74.99	0.10	0.107	39.735	0.000	14.551	0.077	0.006	0.033	0.028	0.020	6.72	1.060	0.454	2.000	0.200	7.573	0.100	0.720	0.140	0.020	0.020
2013051.500	62.59	0.10	0.108	15.488	0.000	14.551	0.078	0.006	0.023	0.017	0.020	7.01	1.090	0.467	2.000	0.200	7.785	0.100	0.720	0.140	0.020	0.020
2013052.500	43.73	0.10	0.106	8.832	0.000	14.551	0.075	0.005	0.018	0.012	0.020	7.24	1.124	0.482	2.000	0.200	8.029	0.100	0.720	0.140	0.020	0.020
2013053.500	53.47	0.10	0.102	10.784	0.000	14.551	0.070	0.005	0.019	0.014	0.020	7.03	1.100	0.471	2.000	0.200	7.858	0.100	0.720	0.140	0.020	0.020
2013054.500	41.29	0.10	0.101	5.176	0.000	14.551	0.070	0.005	0.018	0.013	0.020	7.12	1.091	0.468	2.000	0.200	7.794	0.100	0.720	0.140	0.020	0.020
2013055.500	46.22	0.10	0.098	9.958	0.000	14.551	0.062	0.004	0.020	0.016	0.020	7.09	1.098	0.471	2.000	0.200	7.842	0.100	0.720	0.140	0.020	0.020
2013056.167	50.07	0.10	0.097	8.867	0.000	14.551	0.060	0.004	0.019	0.014	0.020	7.17	1.101	0.472	2.000	0.200	7.863	0.100	0.720	0.140	0.020	0.020
2013056.375	46.22	0.10	0.097	3.175	0.000	14.551	0.062	0.004	0.018	0.013	0.020	7.09	1.098	0.470	2.000	0.200	7.841	0.100	0.720	0.140	0.020	0.020
2013056.500	42.48	2.00	0.096	10.879	0.000	13.827	0.062	0.004	0.027	0.023	0.020	6.95	1.088	0.466	2.000	0.200	7.768	0.100	0.720	0.140	0.020	0.020
2013057.500	38.32	0.60	0.095	10.969	0.000	14.355	0.051	0.004	0.027	0.023	0.020	6.74	1.048	0.449	2.000	0.200	7.489	0.100	0.720	0.140	0.020	0.020
2013058.167	175.87	2.00	0.066	216.340	0.000	13.828	0.071	0.005	0.161	0.155	0.020	5.75	1.003	0.430	2.000	0.200	7.167	0.100	0.720	0.140	0.020	0.020
2013058.500	415.18	2.30	0.051	245.350	0.000	13.718	0.136	0.010	0.204	0.195	0.020	6.49	1.100	0.472	2.000	0.200	7.860	0.100	0.720	0.140	0.020	0.020
2013058.833	522.51	0.30	0.044	273.560	0.000	14.472	0.138	0.010	0.231	0.221	0.020	6.97	1.291	0.553	2.000	0.200	9.225	0.100	0.720	0.140	0.020	0.020
2013059.167	651.94	0.10	0.048	219.410	0.000	14.551	0.107	0.008	0.224	0.216	0.020	7.43	1.316	0.564	2.000	0.200	9.397	0.100	0.720	0.140	0.020	0.020
2013059.500	744.27	2.40	0.049	273.750	0.000	13.681	0.113	0.008	0.228	0.220	0.020	6.94	1.281	0.549	2.000	0.200	9.152	0.100	0.720	0.140	0.020	0.020
2013059.833	781.08	0.10	0.048	238.490	0.000	14.551	0.103	0.007	0.216	0.208	0.020	6.82	1.239	0.531	2.000	0.200	8.851	0.100	0.720	0.140	0.020	0.020
2013060.167	824.70	0.10	0.052	243.320	0.000	14.551	0.114	0.008	0.219	0.211	0.020	7.11	1.306	0.560	2.000	0.200	9.327	0.100	0.720	0.140	0.020	0.020
2013060.500	808.84	0.10	0.056	201.630	0.000	14.551	0.116	0.008	0.210	0.201	0.020	7.21	1.219	0.523	2.000	0.200	8.710	0.100	0.720	0.140	0.020	0.020
2013060.833	764.66	0.10	0.063	182.330	0.000	14.551	0.119	0.009	0.191	0.182	0.020	6.98	1.272	0.545	2.000	0.200	9.087	0.100	0.720	0.140	0.020	0.020
2013061.167	710.85	0.10	0.061	162.300	0.000	14.551	0.105	0.008	0.186	0.179	0.020	6.84	1.233	0.528	2.000	0.200	8.807	0.100	0.720	0.140	0.020	0.020
2013061.500	645.14	0.10	0.057	135.890	0.000	14.551	0.115	0.008	0.170	0.162	0.020	6.85	1.215	0.521	2.000	0.200	8.680	0.100	0.720	0.140	0.020	0.020
2013061.833	578.87	0.10	0.053	120.230	0.000	14.551	0.119	0.009	0.161	0.153	0.020	6.99	1.259	0.540	2.000	0.200	8.993	0.100	0.720	0.140	0.020	0.020
2013062.167	518.27	0.10	0.053	108.310	0.000	14.551	0.122	0.009	0.154	0.145	0.020	7.17	1.284	0.550	2.000	0.200	9.170	0.100	0.720	0.140	0.020	0.020
2013062.500	464.46	0.10	0.054	97.297	0.000	14.551	0.124	0.009	0.144	0.135	0.020	7.36	1.267	0.543	2.000	0.200	9.048	0.100	0.720	0.140	0.020	0.020
